0,1,2,3
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,CXCL11,https://www.ncbi.nlm.nih.gov/nuccore/NM_001302123
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,PLAU,https://www.ncbi.nlm.nih.gov/nuccore/NM_001145031
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,MMP1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001145938
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,LRP1,https://www.ncbi.nlm.nih.gov/nuccore/NM_002332
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,PDGFB,https://www.ncbi.nlm.nih.gov/nuccore/NM_002608
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,OSM,https://www.ncbi.nlm.nih.gov/nuccore/NM_001319108
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,KITLG,https://www.ncbi.nlm.nih.gov/nuccore/NM_000899
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,CXCL5,https://www.ncbi.nlm.nih.gov/nuccore/NM_002994
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,STC1,https://www.ncbi.nlm.nih.gov/nuccore/NM_003155
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,LYN,https://www.ncbi.nlm.nih.gov/nuccore/NM_001111097
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,CXCL12,https://www.ncbi.nlm.nih.gov/nuccore/NM_000609
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,ABCC1,https://www.ncbi.nlm.nih.gov/nuccore/NM_004996_2
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,ACKR3,https://www.ncbi.nlm.nih.gov/nuccore/NM_020311
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,ADRA2B,https://www.ncbi.nlm.nih.gov/nuccore/NM_000682
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,BCL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_001130845
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,BIRC3,https://www.ncbi.nlm.nih.gov/nuccore/NM_001165
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,CAV1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001172895
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,CCL18,https://www.ncbi.nlm.nih.gov/nuccore/NM_002988_2
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,CCL5,https://www.ncbi.nlm.nih.gov/nuccore/NM_001278736_2
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,CCR1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001295
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,CD69,https://www.ncbi.nlm.nih.gov/nuccore/NM_001781
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,CREM,https://www.ncbi.nlm.nih.gov/nuccore/NM_001267562
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,CTSC,https://www.ncbi.nlm.nih.gov/nuccore/NM_001114173
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,IL1B,https://www.ncbi.nlm.nih.gov/nuccore/NM_000576
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,CXCL2,https://www.ncbi.nlm.nih.gov/nuccore/NM_002089
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,CXCL8,https://www.ncbi.nlm.nih.gov/nuccore/NM_000584
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,ICAM1,https://www.ncbi.nlm.nih.gov/nuccore/NM_000201
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,DPP4,https://www.ncbi.nlm.nih.gov/nuccore/NM_001935
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,CXCL10,https://www.ncbi.nlm.nih.gov/nuccore/NM_001565
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,RTN2,https://www.ncbi.nlm.nih.gov/nuccore/NM_005619
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,STAT3,https://www.ncbi.nlm.nih.gov/nuccore/NM_001369512
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,IRF1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001354924
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,PTGS2,https://www.ncbi.nlm.nih.gov/nuccore/NM_000963
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,IFITM1,https://www.ncbi.nlm.nih.gov/nuccore/NM_003641
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,LPAR2,https://www.ncbi.nlm.nih.gov/nuccore/NM_004720
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,MRC1,https://www.ncbi.nlm.nih.gov/nuccore/NM_002438
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,SELENOP,https://www.ncbi.nlm.nih.gov/nuccore/NM_001085486
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,CXCR6,https://www.ncbi.nlm.nih.gov/nuccore/NM_006564
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,ITGAX,https://www.ncbi.nlm.nih.gov/nuccore/NM_000887
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,TLR2,https://www.ncbi.nlm.nih.gov/nuccore/NM_001318787
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,TAP1,https://www.ncbi.nlm.nih.gov/nuccore/NM_000593_2
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,CYTIP,https://www.ncbi.nlm.nih.gov/nuccore/NM_004288
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,PF4,https://www.ncbi.nlm.nih.gov/nuccore/NM_001363352
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,KDM5B,https://www.ncbi.nlm.nih.gov/nuccore/NM_001314042
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,IL1R1,https://www.ncbi.nlm.nih.gov/nuccore/NM_000877
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,S100A9,https://www.ncbi.nlm.nih.gov/nuccore/NM_002965
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,ITGB3,https://www.ncbi.nlm.nih.gov/nuccore/NM_000212
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,CXCR3,https://www.ncbi.nlm.nih.gov/nuccore/NM_001142797
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,OPRD1,https://www.ncbi.nlm.nih.gov/nuccore/NM_000911
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,CXCR4,https://www.ncbi.nlm.nih.gov/nuccore/NM_001008540
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,NFKBIA,https://www.ncbi.nlm.nih.gov/nuccore/NM_020529
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,SLC14A1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001128588
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,CXCR2,https://www.ncbi.nlm.nih.gov/nuccore/NM_001168298
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,TNFSF10,https://www.ncbi.nlm.nih.gov/nuccore/NM_001190942
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,FOS,https://www.ncbi.nlm.nih.gov/nuccore/NM_005252
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,PLXNA2,https://www.ncbi.nlm.nih.gov/nuccore/NM_025179
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,ELF3,https://www.ncbi.nlm.nih.gov/nuccore/NM_001114309
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,CXCL3,https://www.ncbi.nlm.nih.gov/nuccore/NM_002090
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,MT2A,https://www.ncbi.nlm.nih.gov/nuccore/NM_005953
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,JUNB,https://www.ncbi.nlm.nih.gov/nuccore/NM_002229
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,VIPR1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001251882
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,OPRM1,https://www.ncbi.nlm.nih.gov/nuccore/NM_000914
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,MSR1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001363744
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,IFITM2,https://www.ncbi.nlm.nih.gov/nuccore/NM_006435
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,SOD2,https://www.ncbi.nlm.nih.gov/nuccore/NM_000636
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,ZFP36,https://www.ncbi.nlm.nih.gov/nuccore/NM_003407
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,STT3A,https://www.ncbi.nlm.nih.gov/nuccore/NM_001278503
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,SP1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001251825
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,MAPK14,https://www.ncbi.nlm.nih.gov/nuccore/NM_001315
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,S1PR1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001320730
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,PTGS1,https://www.ncbi.nlm.nih.gov/nuccore/NM_000962
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,SLC2A1,https://www.ncbi.nlm.nih.gov/nuccore/NM_006516
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,TIMP1,https://www.ncbi.nlm.nih.gov/nuccore/NM_003254
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,IRF8,https://www.ncbi.nlm.nih.gov/nuccore/NM_001363907
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,RNASE1,https://www.ncbi.nlm.nih.gov/nuccore/NM_002933
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,LCN2,https://www.ncbi.nlm.nih.gov/nuccore/NM_005564
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,KIT,https://www.ncbi.nlm.nih.gov/nuccore/NM_000222
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,XCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_002995
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,NFKB2,https://www.ncbi.nlm.nih.gov/nuccore/NM_001077494
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,SDC2,https://www.ncbi.nlm.nih.gov/nuccore/NM_002998
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,RELB,https://www.ncbi.nlm.nih.gov/nuccore/NM_006509
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,RELA,https://www.ncbi.nlm.nih.gov/nuccore/NM_001145138
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,MDM2,https://www.ncbi.nlm.nih.gov/nuccore/NM_001145337
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,IL15,https://www.ncbi.nlm.nih.gov/nuccore/NM_000585
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,PMAIP1,https://www.ncbi.nlm.nih.gov/nuccore/NM_021127
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,PSEN1,https://www.ncbi.nlm.nih.gov/nuccore/NM_000021
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,PFKFB3,https://www.ncbi.nlm.nih.gov/nuccore/NM_001145443
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,S100A4,https://www.ncbi.nlm.nih.gov/nuccore/NM_002961
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,PLAUR,https://www.ncbi.nlm.nih.gov/nuccore/NM_001005376
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,SDCBP,https://www.ncbi.nlm.nih.gov/nuccore/NM_001007067
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,TCN1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001062
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,PTEN,https://www.ncbi.nlm.nih.gov/nuccore/NM_000314_2
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,CXCR1,https://www.ncbi.nlm.nih.gov/nuccore/NM_000634
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,LPO,https://www.ncbi.nlm.nih.gov/nuccore/NM_001160102
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,IL3RA,https://www.ncbi.nlm.nih.gov/nuccore/NM_001267713_2
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,MMP2,https://www.ncbi.nlm.nih.gov/nuccore/NM_001127891
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,KDR,https://www.ncbi.nlm.nih.gov/nuccore/NM_002253
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,GJA1,https://www.ncbi.nlm.nih.gov/nuccore/NM_000165
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,GCLC,https://www.ncbi.nlm.nih.gov/nuccore/NM_001197115
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,EPX,https://www.ncbi.nlm.nih.gov/nuccore/NM_000502
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,ME1,https://www.ncbi.nlm.nih.gov/nuccore/NM_002395
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,ITGAV,https://www.ncbi.nlm.nih.gov/nuccore/NM_001144999
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,MAF,https://www.ncbi.nlm.nih.gov/nuccore/NM_001031804
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,MAN2A1,https://www.ncbi.nlm.nih.gov/nuccore/NM_002372
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,MSN,https://www.ncbi.nlm.nih.gov/nuccore/NM_002444
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,IRF6,https://www.ncbi.nlm.nih.gov/nuccore/NM_001206696
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,KRT5,https://www.ncbi.nlm.nih.gov/nuccore/NM_000424
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,MCAM,https://www.ncbi.nlm.nih.gov/nuccore/NM_006500
CXCL1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001511,IDO1,https://www.ncbi.nlm.nih.gov/nuccore/NM_002164
CXCL10,https://www.ncbi.nlm.nih.gov/nuccore/NM_001565,IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600
CXCL10,https://www.ncbi.nlm.nih.gov/nuccore/NM_001565,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
CXCL5,https://www.ncbi.nlm.nih.gov/nuccore/NM_002994,IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600
CXCL8,https://www.ncbi.nlm.nih.gov/nuccore/NM_000584,IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600
FCGR3A,https://www.ncbi.nlm.nih.gov/nuccore/NM_000569,IL6R,https://www.ncbi.nlm.nih.gov/nuccore/NM_000565
FCGR3A,https://www.ncbi.nlm.nih.gov/nuccore/NM_000569,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
FGF2,https://www.ncbi.nlm.nih.gov/nuccore/NM_001361665,IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600
HLA-A,https://www.ncbi.nlm.nih.gov/nuccore/NM_001242758_2,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
HLA-A,https://www.ncbi.nlm.nih.gov/nuccore/NM_001242758_2,IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600
HLA-C,https://www.ncbi.nlm.nih.gov/nuccore/NM_001243042_2,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
HLA-C,https://www.ncbi.nlm.nih.gov/nuccore/NM_001243042_2,IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600
HSPA5,https://www.ncbi.nlm.nih.gov/nuccore/NM_005347,IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600
ICAM1,https://www.ncbi.nlm.nih.gov/nuccore/NM_000201,IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600
IFNG,https://www.ncbi.nlm.nih.gov/nuccore/NM_000619,IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600
IGFBP3,https://www.ncbi.nlm.nih.gov/nuccore/NM_000598,IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600
IGFBP7,https://www.ncbi.nlm.nih.gov/nuccore/NM_001253835,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
IGFBP7,https://www.ncbi.nlm.nih.gov/nuccore/NM_001253835,IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600
IL10,https://www.ncbi.nlm.nih.gov/nuccore/NM_000572,IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600
IL10RA,https://www.ncbi.nlm.nih.gov/nuccore/NM_001558,IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600
IL13,https://www.ncbi.nlm.nih.gov/nuccore/NM_001354991,IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600
IL16,https://www.ncbi.nlm.nih.gov/nuccore/NM_001172128,IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600
IL17A,https://www.ncbi.nlm.nih.gov/nuccore/NM_002190,IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600
IL17A,https://www.ncbi.nlm.nih.gov/nuccore/NM_002190,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
IL18,https://www.ncbi.nlm.nih.gov/nuccore/NM_001243211,IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600
IL18R1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001282399,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
IL1A,https://www.ncbi.nlm.nih.gov/nuccore/NM_000575,IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600
IL1RN,https://www.ncbi.nlm.nih.gov/nuccore/NM_000577,IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600
IL1RN,https://www.ncbi.nlm.nih.gov/nuccore/NM_000577,IL7R,https://www.ncbi.nlm.nih.gov/nuccore/NM_002185
IL2,https://www.ncbi.nlm.nih.gov/nuccore/NM_000586,IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600
IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600,SOD2,https://www.ncbi.nlm.nih.gov/nuccore/NM_000636
IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600,TNF,https://www.ncbi.nlm.nih.gov/nuccore/NM_000594_2
IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600,LAMP3,https://www.ncbi.nlm.nih.gov/nuccore/NM_014398
IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600,NFKB1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001165412
IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600,PLAU,https://www.ncbi.nlm.nih.gov/nuccore/NM_001145031
IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600,MMP1,https://www.ncbi.nlm.nih.gov/nuccore/NM_001145938
IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600,OSM,https://www.ncbi.nlm.nih.gov/nuccore/NM_001319108
IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600,THPO,
IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600,PDGFB,https://www.ncbi.nlm.nih.gov/nuccore/NM_002608
IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600,STC1,https://www.ncbi.nlm.nih.gov/nuccore/NM_003155
IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600,KITLG,https://www.ncbi.nlm.nih.gov/nuccore/NM_000899
IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600,MGMT,https://www.ncbi.nlm.nih.gov/nuccore/NM_002412
IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600,ACSM3,https://www.ncbi.nlm.nih.gov/nuccore/NM_005622
IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600,ADORA2A,https://www.ncbi.nlm.nih.gov/nuccore/NM_000675
IL6,https://www.ncbi.nlm.nih.gov/nuccore/NM_000600,ARNTL,https://www.ncbi.nlm.nih.gov/nuccore/NM_001030272
